BeIdentificatie,Sbi2008ActueelGecoordineerd,GkSbsGecoordineerd
35212144,3316,6
35212551,2899,4
35271892,2829,4
35282444,2651,4
35282983,1814,4
35283777,32999,5
35311231,2512,6
35312912,2829,5
35368942,2562,4
35386592,3109,4
35387513,2410,5
35390158,33123,5
35414189,17212,4
35421762,2825,5
35426675,33221,5
54647657,2561,4
54650259,2511,5
54650550,2651,6
54654548,2511,6
54656222,2893,4
54659825,2562,4
54661935,2370,6
54663555,2822,4
54664373,17122,7
54807433,20141,4
54813190,3315,4
54823463,1071,5
54828597,2562,4
54843073,1071,5
54854660,2016,5
54859263,16239,6
54861748,2511,4
54861950,2512,5
54862094,1071,5
54862132,1039,8
54863821,18129,6
54864755,2059,5
54865964,1072,6
54866324,1071,7
54868033,2229,4
54868114,2899,6
54869080,33121,5
54869145,2630,5
54897238,2899,5
54901278,18125,5
54917603,33121,5
54924723,2591,5
54939577,2811,5
54960452,2740,4
54969034,33121,4
54971462,2562,4
54999146,18124,4
55001009,1071,4
55009069,2899,5
55032176,2893,4
55037488,1813,5
55141455,1814,5
55181309,1013,7
55181619,1039,5
55183883,3092,4
55218016,2511,4
55219403,2529,7
55220606,10822,5
55223710,1071,6
55224512,1089,8
55227651,2433,5
55230059,2825,5
55232701,2711,4
55236499,3109,4
55237177,2830,6
55237436,2562,5
55239595,18125,6
55243320,2812,4
55244238,2511,4
55245447,2815,4
55245684,2016,5
55246265,2562,5
55246826,2573,4
55249515,2822,5
55250645,2511,5
55252044,33123,4
55252990,1071,5
55254268,2229,5
55263186,2893,5
55267572,2012,5
55269192,2812,6
55270549,2221,7
55270557,2221,7
55271375,2829,6
55274382,2369,7
55298419,2020,5
55301215,2221,4
55365191,2511,4
55368506,2830,5
55368891,33121,4
55372538,2830,7
55378722,1051,8
55378757,2512,6
55473652,2229,4
55474047,1071,5
55474675,18121,4
55476899,1071,4
55483569,2899,4
55486991,2562,4
55489257,2829,4
55493556,2910,9
55494005,33123,7
55496512,1091,5
55502733,33223,5
55507794,17211,4
55508553,2229,4
55520731,3109,4
55526195,2829,4
55532918,3109,4
55538169,2811,4
55616143,2511,4
55619819,2829,4
55649440,2829,4
55670512,3109,5
55741045,1419,4
55760457,1629,4
55782280,2511,4
55794149,32502,4
55809014,3030,5
55822371,2511,4
55878792,1011,4
55882498,1512,4
55884504,16231,4
55885357,1520,7
55888100,33221,4
55891578,2899,5
55892426,2511,6
55892736,2561,4
55894739,16231,4
55902197,2511,7
55903088,2711,4
55905161,2620,4
55905463,2825,4
55906184,2511,5
55920276,2790,4
55922716,31011,4
55923208,32502,6
55923992,2229,4
55932835,1071,4
55934838,2120,4
55936962,1071,4
55941605,2561,4
55943810,3109,5
55944221,2830,5
55945147,32502,5
55945724,33121,4
37472917,2562,4
37481657,29201,5
37529307,33221,4
37556142,1814,4
37595202,3102,7
37595423,33221,4
37600176,17212,4
37602403,2562,4
37659715,2822,4
37673092,2453,4
37674927,3109,4
37675079,3102,5
37711652,1071,4
37717537,2511,5
37741993,1031,8
37743058,31012,5
37748211,16231,4
37749315,16231,4
37751336,10822,8
37754548,2899,4
37757059,1089,5
53202252,3012,4
53203895,3323,4
53213203,2573,5
53221192,2511,5
53222210,2562,5
53232577,1071,5
53304578,16239,5
53340078,2229,4
53372816,1071,4
53398025,17211,5
53399692,16101,4
53400348,2511,4
53405293,2562,5
53411609,2562,5
53417119,32501,4
53424506,2512,4
53426851,2751,6
53429346,1071,4
53430980,2562,4
53438302,2822,4
53439678,18123,4
53440706,2830,5
53441311,2511,4
53443594,1071,4
53444272,3315,5
53445406,2561,4
53446941,2511,5
53448170,2825,4
53449959,32501,4
53453042,33123,5
53455932,2562,6
53456149,18123,4
53458753,2229,5
53459660,2016,5
53460979,2221,6
53462890,2561,4
53463501,2611,4
53464605,1820,5
53465245,29201,4
53465660,1071,4
53467809,2562,4
53468813,2562,4
53469798,2550,4
53469909,2599,4
53472705,29202,5
53474953,2562,5
53476018,3314,4
53477049,2740,9
53478312,2529,6
53478606,1105,9
53479181,1013,8
53479696,2814,7
53480074,1091,4
53480465,1072,6
53481208,1042,8
53481348,20141,9
53495322,2370,5
53526740,1330,4
53528697,16231,4
53528891,3109,4
53533623,2893,5
53534093,2651,6
53534948,32502,4
53536029,3109,4
53537734,2812,4
53539044,2511,6
53539516,3317,7
53545389,17122,7
53568087,2740,4
53625846,2511,6
53636279,1071,5
53639871,2511,7
53640446,1393,6
53645529,2221,5
53647505,2369,5
53650700,2822,5
53660838,1013,5
53672186,2599,5
53677323,23611,5
53707958,1071,4
53730186,18125,5
53789210,1071,4
53807766,2550,6
53871367,18125,4
53873920,2651,4
53880528,1051,7
53902033,3230,5
53916344,1071,4
53925386,1622,4
53979990,2829,4
54005272,2511,4
54031419,33221,4
54041570,2893,5
54042232,18123,6
54042321,1013,4
54049962,2751,4
54055792,2561,6
54060591,2573,5
54061482,1393,5
54061539,2630,4
54062748,2511,4
54063833,1813,4
54064473,18129,4
54065364,2611,4
54068673,2562,6
54068789,32502,4
54070112,2229,5
54074002,18123,5
54074398,18129,4
54076358,2893,5
54076412,1020,5
54077516,2229,4
54077664,16231,4
54078741,31011,4
54081890,1723,7
54081939,2573,5
54083648,1083,9
54084458,20141,6
54084598,33221,8
54084784,2830,4
54085616,16101,5
54085896,2561,6
54089255,1085,9
54089867,2550,7
54090687,16231,5
54092787,2433,6
54106443,29202,6
54109485,2822,5
54116872,3102,4
54119197,33122,4
54119243,2599,5
54121590,2120,7
54122155,2434,6
54127009,1011,9
54143098,2223,4
54149576,1072,4
54204569,2599,4
54207967,2512,4
54210488,16231,4
54210739,2550,4
54212766,2572,4
54214556,1814,4
54216214,2562,4
54220092,2511,4
54223261,2529,6
54224241,2611,9
54224357,1723,7
54224675,1091,6
54225590,2562,5
54226996,1085,5
54227526,2660,9
54227534,2221,6
54228239,3011,6
54239796,2511,5
54240042,2433,5
54241030,1085,6
54242665,2651,4
54244056,2712,5
54255252,2892,5
54272319,1413,4
54295661,18129,5
54304474,1071,4
54305616,2670,4
54320283,2016,4
54320348,2651,4
54337208,31011,4
54339316,1071,5
54340365,3109,4
54354366,2892,6
54362245,2611,4
54365295,20149,5
54379628,2562,5
54386691,2015,4
54390818,1013,4
54391776,16102,5
54420083,1071,4
54443024,1071,4
54450810,2932,8
54451345,2732,4
54483921,2814,6
54484987,2550,6
54494648,1813,5
54496500,2561,5
54519330,1071,4
54521890,1011,5
54527562,1071,6
54527856,1071,4
54558697,2511,6
54558832,33221,6
54560012,2712,6
54560934,1071,6
54562813,1071,5
54564050,2221,7
54566282,10822,4
54567580,3314,4
54571154,2829,5
54571693,2814,4
54572339,2550,4
54572819,1083,8
54576024,2712,4
54577926,2630,4
54582229,16231,4
54582962,33123,4
54587565,1071,4
54588367,2573,4
54588863,2821,4
54591368,18123,6
54592437,3315,6
54592623,2640,4
54592674,1071,4
54593336,2221,5
54593417,18123,7
54594499,1071,5
54595223,2896,4
54595509,33123,4
54598478,2599,5
54600847,32501,4
54602882,3315,5
54603609,2020,4
54604648,1071,5
54605997,2222,5
54606942,1813,4
54608104,1091,5
54608775,2229,4
54610494,18129,5
54610508,2591,4
54611679,32502,4
54613728,2433,5
54616824,2561,4
54617952,2341,4
54619033,2511,6
54620465,2511,7
54621615,2332,7
54622468,10821,6
38231239,2572,8
38248247,1814,5
38248859,2511,5
38259176,31011,4
38409976,23611,6
38555425,1091,4
38556995,1039,7
38559609,18123,5
40081664,2830,5
40468755,1039,4
40502163,3316,6
40557154,2562,5
40581276,2822,4
40636437,18123,5
40724824,1071,4
40779564,23611,8
40841278,2370,5
40892743,3315,5
40922626,2442,4
41038746,2892,5
41671899,31011,4
42142237,31011,5
42377706,2562,6
42715156,2511,6
42901316,1072,5
43205747,32502,6
43370284,2829,4
43708730,29201,5
43924360,33123,4
44072201,3315,5
44399014,2511,5
44542747,2573,5
44605587,2573,5
44918089,3317,7
45114951,18129,4
45245509,2370,4
45343950,2511,4
45380759,29202,5
45678820,2550,5
45921229,2511,5
57447128,2562,4
57459525,2511,4
57479445,2562,5
57484449,16239,4
57524653,2562,5
57565937,2529,5
57572232,2529,7
57573093,32501,4
57576440,2895,5
57579571,2229,5
57586136,32501,6
57587825,2511,5
57591024,3230,4
57594082,18121,5
57597847,2611,6
57598126,2511,8
57598320,2529,7
57600953,2511,8
57601755,1086,8
57601909,1051,9
57722811,2899,5
57728070,2562,5
57728194,18122,4
57764794,2640,4
57889341,1071,5
57890366,2651,5
57894345,1071,5
57904618,29201,5
57905010,23611,5
57905517,32501,4
57916764,2731,4
57922322,1071,5
57935750,2562,5
57951225,1071,4
57955999,2599,4
57958769,32502,5
58002693,32501,4
58003282,2511,5
58008993,2811,4
58020551,2511,4
58025979,1071,4
58032878,1330,4
58034021,2830,4
58048081,1071,4
58114351,31011,4
58139494,1071,4
58146814,2015,7
58149651,2562,4
58156151,1419,5
58159223,32501,5
58178414,1071,4
58186980,18125,4
58266917,2222,4
58267662,2511,5
58292128,3230,5
58295054,2562,4
58304770,2651,4
58310886,2651,4
58326219,1092,4
58328106,3109,6
58330860,2822,4
58333886,3011,5
58333983,3012,6
58339817,3012,4
58342516,2611,4
58347399,2511,4
58349294,2561,4
58351876,2511,5
58353488,2651,5
58356266,2512,4
58357254,2812,5
58365052,2511,4
58366660,3315,4
58368051,2562,4
58374485,2815,4
58374698,2229,4
58376410,2550,4
58377840,1071,4
58377972,3099,5
58378464,2599,4
58380787,2562,5
58381708,1072,4
58382070,2813,4
58382135,2822,4
58383417,1392,4
58385320,3012,4
58386866,2443,5
58389482,2511,4
58389881,29201,5
58390294,1013,5
58390669,2222,7
58391088,23611,5
58391797,2751,9
58393277,1622,4
58394850,17211,4
58417257,33121,4
58424032,32502,4
58428097,29201,5
58434666,1814,6
58435689,2060,4
58435883,2229,7
58436642,2611,6
61743291,1061,6
61745111,2562,4
61747610,2815,7
61775533,1071,4
61964956,1814,5
61968811,1071,4
61999415,2562,4
62012061,2611,5
62027069,2562,4
62049887,2811,5
62064207,20141,5
62086669,2229,4
62088386,16239,4
62098314,29201,5
62107496,18129,5
62117882,2550,4
62126113,2363,7
62126407,2110,7
62126423,18129,6
62127373,2332,6
62127780,2893,6
62128027,2829,5
62129236,3220,6
62129813,1051,6
62130048,1039,7
62130242,1012,5
62131214,2562,6
62131842,1013,6
62132121,23612,5
62132164,23611,5
62132431,10822,5
62133160,29202,7
62133632,2651,6
62133969,1393,6
62134086,2822,6
62134140,18125,6
62134256,2899,4
62134299,2892,6
62134345,18125,7
62134388,2511,6
62135104,1052,6
62135376,2910,5
62135988,2511,6
62136151,2511,5
62136178,2529,5
62136305,31012,8
62136496,2332,6
62136526,2059,6
62136631,1813,5
62136682,2511,6
62136747,1813,7
62136763,2562,7
62136968,2511,5
62137107,33123,6
62137174,2511,5
62137352,2332,6
62137662,2562,5
62137786,2550,5
62137859,1085,6
62137883,2561,8
62137956,3109,5
62138022,2013,8
62138421,1624,6
62138553,2829,5
62138596,1071,6
62138766,31011,5
62138847,2562,7
62138960,2573,6
62139452,16239,7
62139568,2511,6
62139983,2814,6
62140019,2813,5
62140108,2529,5
62140345,33121,6
62140558,2370,5
62140957,10822,7
62141058,2370,6
62141171,32502,6
62142097,2562,5
62142291,1396,6
62142615,3323,6
62142992,29201,6
62143085,2829,7
62143336,2829,4
62144189,2599,6
62144200,2030,7
62144359,2561,6
62144944,31011,6
62144960,3315,4
62145061,2511,6
62145436,3314,6
62145495,2892,6
62145533,2512,5
62146416,3012,6
62146440,2562,6
62146777,23611,7
62146920,16231,6
62146939,1061,6
62147196,3319,5
62147390,16239,5
62147447,2896,7
62148338,2611,5
62148745,2016,4
62148834,18129,6
62148885,32502,5
62148907,16231,5
62148915,2512,6
62148958,2562,7
62148990,2511,6
62149237,2932,5
62149296,3109,5
62149342,1393,5
62149504,1814,5
62149512,2511,6
62149687,2593,5
62149822,2511,6
62149954,2599,6
62149970,2825,5
62150081,31012,5
62150308,2511,6
62150405,2511,7
62150502,18123,6
62150618,3012,6
62151029,2899,6
62151339,31011,5
62151487,2229,6
62151592,2593,6
62151835,1091,7
62152084,2229,5
62152157,2512,5
62152335,1511,6
62152343,2512,5
62152351,23611,6
62152629,2573,6
62152688,2511,5
62152734,2562,5
62152807,32999,5
62153528,2511,6
62153579,3109,5
62153684,2511,8
62153714,2529,5
62153994,17211,5
62154095,2822,6
62154249,3230,5
62154273,1729,6
62154591,33123,5
62154745,2562,4
62154834,2899,6
62154982,2221,7
62155245,2511,5
62155458,33123,6
62155504,1813,6
62155555,2611,6
62155687,3315,5
62155733,2752,7
62155989,2512,5
62156020,33123,6
62156209,2562,5
62156446,2825,7
62156470,1013,5
62156624,2829,5
62156942,2829,5
62157094,2562,5
62157205,2561,7
62157280,18123,4
62157523,2651,7
62157868,3011,6
62158228,33221,6
62158317,2562,5
62158473,2511,6
62158538,2030,6
62158783,2511,7
62158910,2829,5
62159054,33121,5
62159526,2829,6
62159658,1813,6
62159666,2550,5
62160117,2511,6
62160400,2511,6
62160478,2511,5
62160494,2821,7
62160524,18129,6
62160842,2120,5
62160850,2812,6
62160958,33121,6
62160966,31011,5
62161962,32502,7
62162136,2822,5
62162586,2511,5
62162950,29202,5
62163337,2822,7
62163418,18125,5
62163868,2593,5
62164481,23611,5
62164538,3109,5
62165186,2120,7
62165461,3291,6
62165518,2511,6
62165569,1396,6
62165682,2120,5
62166026,32501,7
62166190,2899,5
62166581,1396,6
62166743,2223,6
62166921,2711,5
62167073,2222,6
62167189,3109,5
62167421,2822,6
62168088,2511,7
62168258,2399,7
62168274,2561,6
62168398,2561,6
62168428,2712,6
62169041,2512,6
62169173,2830,6
62169432,2221,6
62169548,1051,7
62169637,2529,7
62169645,2825,7
62169858,2830,6
62170244,32501,7
62170635,1071,6
62170783,18129,6
62171518,1396,6
62171828,18121,8
62172034,2562,6
62172174,1814,5
62172336,2892,6
62172441,2511,7
62172751,2892,5
62173006,2511,5
62173235,3011,6
62173685,2651,6
62173774,2651,6
62174126,2829,7
62174169,2573,6
62174231,2511,5
62174258,2511,7
62174940,16101,5
62175165,2790,5
62175203,1013,5
62176455,2899,6
62176897,2573,6
62177508,2899,6
62177559,1629,5
62177834,32999,6
62178083,1071,4
62178253,2052,7
62178350,3324,6
62178415,31011,7
62178709,2711,6
62178830,2511,5
62178997,2651,7
62179063,2511,5
62179284,2221,6
62179357,18129,6
62180150,3109,6
62180681,1039,6
62181157,2443,8
62182366,2829,5
62183117,1092,7
62183192,32502,6
62183346,3314,4
62183370,2593,6
62183818,3012,5
62183834,1729,5
62184016,2599,5
62184032,3315,4
62184946,2512,6
62185144,31012,5
62185179,2521,7
62185756,1013,6
62186094,2573,5
62186515,3315,5
62186566,16231,5
62186930,2229,5
62187147,2312,5
62187325,2599,5
62187341,29201,6
62187457,2511,6
62188089,2822,6
62188240,2813,5
62188313,2611,6
62188399,2910,7
62188429,1624,6
62188712,2893,6
62189654,2562,6
62190172,33121,6
62191063,2550,4
62191691,1071,6
62191888,2932,5
62192140,2229,6
62192183,2829,6
62192434,33121,5
62193961,2512,6
62194550,1071,5
62195042,1072,7
62195190,2017,6
62195654,2830,4
62195743,1086,6
62195964,2829,5
62196278,2550,6
62196294,2370,5
62196448,2829,5
62196456,32502,6
62196464,2550,6
62197088,2821,5
62197096,1071,5
62197150,2812,7
62197851,2562,5
62198181,2221,6
62198920,31012,6
62199056,18125,5
62199072,2892,7
62199110,2740,7
62199307,2511,5
62201468,2511,6
62202367,1071,8
62204041,3315,5
62204688,2829,5
62204939,1013,6
62204955,1089,8
62204998,1031,6
62205641,3315,5
62205765,29201,5
62205773,33121,4
62206788,32501,5
62208381,31012,5
62208756,2562,5
62208802,18129,4
62209558,3102,4
62209671,1393,7
62211900,3315,7
62216619,2562,5
62276409,2511,7
62277650,2511,6
62277677,2363,6
62277871,29202,6
62280147,2364,5
62284347,2814,6
62309358,2221,5
62331531,3323,7
62335022,29201,6
62336800,2370,4
62337394,18129,4
62337637,18123,5
62339885,3011,6
62340484,2752,6
62342827,16101,4
62342916,2511,4
62345869,2829,5
62346695,33221,4
62347349,2521,5
62348876,2899,6
62349651,3220,4
62351893,1071,4
62351990,31011,4
62352377,2550,4
62352458,1814,4
62353934,2550,7
62356399,2561,4
62360426,2442,6
62360620,2711,4
62369873,1392,7
62369911,1392,8
56489056,2511,5
56492731,2599,5
56496060,1071,4
56499574,32501,4
56499612,33123,4
56502273,33121,5
56503296,1071,5
56505086,17211,6
56508379,2511,6
56508573,1085,7
56513399,20141,6
56528280,1392,5
56529198,33121,5
56555164,3317,4
56569912,2550,4
56571771,2561,4
56578431,31011,5
56579144,2561,4
56582668,1039,6
56583222,2399,5
56583354,3314,5
56583680,32999,5
56584679,32502,5
56584946,1072,8
56585136,1419,5
56585357,2562,6
56585470,1011,7
56587023,1071,8
56599072,2822,4
56709277,2363,5
56709951,3012,4
56714475,31011,4
56717113,33123,4
56717717,32501,4
56717938,1729,4
56719701,1091,4
56723474,2511,4
56723547,1071,4
56723725,3109,4
56724837,2562,4
56725388,2740,4
56726589,2830,4
56735502,2660,4
56736363,3011,6
56737580,2229,4
56738501,16239,4
56739788,2222,4
56740190,2562,4
56782055,2611,5
56804555,32501,4
56821778,2711,5
56830599,2511,5
56938667,2017,4
56969791,2016,4
56981112,2561,4
56984081,18123,5
56987250,2060,4
56988273,3012,5
56991959,1814,4
57001219,33121,4
57002452,2711,7
57003890,2932,8
57004870,2312,8
57008221,2016,5
57026483,2829,4
57028303,2790,5
57032084,2016,4
57034079,2511,4
57037426,2550,5
57037914,18129,4
57039437,1085,7
57039844,2573,6
57074852,2030,5
57152926,2223,4
57165092,31011,4
57167249,3315,5
57218293,10822,4
57249563,2222,6
57260869,1071,8
57266670,2899,4
57277001,3212,5
57278997,2512,7
57335974,1071,4
57336903,2562,4
57392668,2899,4
60774649,2222,5
60788089,29202,4
60803932,33121,5
60827238,2561,4
60834323,1011,4
60844132,32502,4
60856920,1729,4
60860901,2899,4
60886749,2562,5
60893044,1042,4
60910682,32999,4
60923369,1071,7
60923911,33221,5
60924144,2814,6
60925345,3102,5
60925396,2511,4
60925493,3109,5
60928646,2599,5
60929057,2740,5
60929898,1072,4
60930047,3012,4
60934352,32501,4
60937874,2511,4
60939133,31011,4
60939877,2550,4
60942878,2790,5
60942940,1813,6
60943289,1071,5
60943491,2511,4
60944951,2630,4
60948345,33221,4
60949120,2229,6
60951389,31011,4
60951737,2451,4
60952474,31011,5
60954930,2222,4
60958421,31012,4
60959320,1071,4
60960213,1089,4
60960752,1071,5
60962798,3212,4
60966815,1105,6
60967277,2512,5
60973390,32501,4
60975210,3220,4
60977000,1011,5
60977140,2562,4
61009539,2512,6
61010375,2521,4
61010774,1413,4
61011223,1071,7
61011584,2229,4
61014095,2343,5
61015237,18129,4
61015490,2830,4
61021369,2016,7
61021377,2016,6
61021482,1813,4
61022004,1413,5
61022098,3315,5
61022632,2899,6
61121592,1392,4
61133647,1071,4
61142034,31011,5
61144045,32502,6
61149152,2822,6
61149411,2830,5
61149934,1071,7
61151742,17211,5
61152560,2399,7
61164496,1071,4
61200654,2550,5
61225754,2562,4
61232696,2830,5
61277193,1071,4
61357219,33221,4
61545155,2593,5
61546712,1071,5
61548537,3291,4
61548677,2221,5
61549088,1089,5
61549630,29202,4
61549851,2599,4
61549924,18129,4
61550078,2550,4
61556645,2562,4
61556998,1041,4
61557854,2511,6
61558656,16231,4
61568155,1392,5
61568910,1051,8
61569275,18129,4
61569984,2550,5
61572187,2562,4
61572586,2894,4
61574813,2790,5
61575062,2824,4
61575674,2680,4
61578819,2830,4
61583138,2841,8
61584622,2611,8
61586366,2561,4
61598801,1621,4
61608831,32502,4
61608955,31011,4
61609137,2814,5
61609455,2825,4
61613274,16239,4
61614823,1051,9
61614912,1089,8
61614920,1032,8
61614939,1051,9
64530469,2229,5
64533913,2599,4
64540456,23611,6
64545075,1071,4
64547353,32501,4
64557227,3324,5
64560228,18129,4
64562808,1092,4
64569802,2529,4
64594637,2511,4
64598594,33221,5
64601331,1071,4
64615103,18123,6
64622266,2451,4
64625540,2420,5
64626512,2363,4
64627209,33123,4
64631133,3315,8
64650243,1085,4
64662454,2222,4
64666794,16239,4
64666824,16239,5
64666840,3314,4
64667545,2849,4
64669149,18125,5
64670090,31011,4
64670171,2229,5
64670813,2550,4
64670856,2573,5
64673774,31011,4
64683303,2733,5
64703134,3323,4
64773353,3092,6
64775690,2120,5
64782204,2740,6
64784525,2511,5
64788407,2511,4
64789047,1052,5
64819515,1071,5
64851117,2511,5
64852520,16231,5
64859665,2512,7
64860906,20149,8
64860922,1071,6
64862399,1392,5
64864359,2223,5
64864383,1412,6
64864545,32502,5
64866106,1039,4
64866645,2640,5
64866653,2550,5
64871991,18129,4
64909344,2511,5
64930742,1071,4
65017420,2892,5
65025717,1711,4
65029488,17211,6
65030095,33221,6
54624061,1071,6
54624975,2899,8
54624983,2899,8
54625300,2120,8
54626145,2229,6
54638763,16239,4
58590544,3315,5
58618953,2651,6
58623337,18123,5
58624341,2899,5
58627707,2822,7
58629904,2562,4
58630945,3323,4
58634053,2550,4
58634282,2599,5
58637648,1629,7
58638148,1072,8
58638636,2899,6
58639047,29201,5
58647503,2573,6
58647880,2221,5
58692533,2399,4
58726071,1020,4
58796908,2711,4
58846131,1071,5
58878505,16102,4
58892222,3109,4
58914382,1071,4
58917950,1722,5
58979409,1071,4
58985239,10822,4
59004681,2829,5
59017384,2830,4
59023929,2825,4
59027355,2222,5
59028327,2511,6
59029625,3109,4
59031328,2223,4
59032642,1089,4
59032987,3230,4
59033029,1393,4
59033282,2433,4
59035269,1105,4
59036516,2599,4
59037490,2829,4
59038977,2562,4
59042265,2830,4
59042834,2829,4
59043849,3012,6
59048352,2511,4
59055189,10822,7
59057793,2041,5
59077840,3109,4
59130547,2593,5
59256192,16239,4
59298227,18129,4
59348666,2511,4
59392029,1071,4
59398280,1071,4
59423498,16231,4
59435232,1413,4
59436905,2561,5
59459425,29201,4
59463376,2830,4
59465514,2562,5
59466405,2829,5
59467177,18123,5
59467878,2811,4
59472553,18129,4
59475978,2562,4
59477776,2599,4
59478764,18129,6
59481919,2511,4
59483598,2562,5
59484489,3102,6
59537183,1820,4
59550813,2512,5
59553499,3212,4
59563060,2660,5
59563710,1071,4
59563990,1071,4
59565012,2651,6
59586176,2830,7
59586850,1085,6
59586877,2822,6
59588721,33121,4
59591404,2830,6
59591587,2651,8
59596465,2651,5
59599782,1051,6
59603178,2041,8
59649852,18129,5
59655453,2651,7
59657200,3109,5
59659823,18129,5
59660554,1723,6
59660910,2562,4
59663170,10822,4
59670193,1071,6
59671335,1072,6
59674407,1392,6
59674431,1392,6
59676639,32501,4
62873318,2229,4
62874195,2562,4
62874608,2511,5
62877739,1722,9
62877933,2223,7
62879669,31012,4
62882619,2511,5
62884409,2670,4
62884530,1624,4
62892924,2893,5
62903381,1814,6
62903969,2893,5
62905821,31011,6
62906925,2511,4
62907107,2561,8
62908464,2899,4
62918400,1624,5
62933299,2651,4
62933930,2511,5
62935569,2562,4
62936611,32501,5
62938932,31011,5
62999672,2529,8
62999915,2899,7
63000458,2830,6
63003465,2822,4
63003740,2822,4
63011794,2815,7
63027879,1813,4
63027968,18125,6
63043319,2892,8
63043351,1107,8
63043386,23611,4
63046237,16231,4
63050889,1624,4
63050897,1624,4
63053691,2332,5
63055147,32502,5
63062690,1013,6
63065843,2573,5
63066130,31012,7
63067161,2740,5
63067676,2562,5
63131722,16239,4
63135051,1411,4
63228920,2221,4
63236230,2899,4
63238640,1413,4
63240092,18129,5
63244489,1083,5
63245086,18122,5
63245140,2812,8
63247240,2511,6
63268566,3103,4
63297965,2561,5
63307677,1330,8
63308576,17211,6
63308584,2592,7
63308630,10822,6
63309211,18129,4
63309408,2562,5
63309467,2562,5
63309483,2562,5
63309491,2562,6
63309726,1083,4
63312255,2511,5
63323249,33223,5
63364557,2059,5
63381613,1071,4
63396343,2060,4
63449633,2511,6
63533405,1814,4
63534177,2550,4
63535122,2611,6
63535564,32999,4
63537141,1071,6
63538245,2892,4
63538563,2529,5
63538857,32502,6
63543680,1039,7
63544725,2893,6
63544806,2550,5
63546213,2821,5
63553767,18121,4
63554844,3109,4
63559609,1089,5
63559749,2562,5
63559978,2223,4
63561468,2841,4
63563118,1071,4
63564866,33121,4
63565390,1020,5
63566028,33121,4
63572389,32501,4
63572877,10822,4
63579340,3103,4
63581000,32501,5
63583607,1071,4
63587572,1071,5
63587890,18129,4
63588110,2030,5
63590948,2611,4
63591944,2550,4
63594242,33223,5
63595850,2573,4
63637162,2893,5
63665042,2731,4
63679612,10822,9
63684306,20141,8
63685256,33121,8
63705745,2015,8
63705796,2442,4
63707381,2830,7
63708248,1813,4
63709317,1814,5
63710064,17129,4
66096871,1071,4
66121027,33123,4
66215005,3109,4
66221145,1071,4
66223210,2660,5
66226260,32502,4
66228816,2562,4
66257549,1084,6
66288339,2651,4
66303052,1071,4
66305888,32501,4
66312213,2223,7
66312310,10822,6
66313406,2016,4
66313503,2829,6
66315409,2822,4
66335043,31011,4
66344212,1084,5
66344956,23611,9
66345391,1039,5
66346096,32502,4
66347610,2444,7
66348900,1089,9
66359619,1071,4
66420415,2815,7
66427592,2660,4
66474132,2229,4
66477670,3099,4
66480973,2529,4
66481015,2529,5
66481937,33123,5
66481945,2562,5
66482135,2813,8
66483530,2363,4
66483557,3030,8
66483832,1200,8
65036018,3012,5
65038932,2899,4
65041585,2573,4
65080629,2059,5
65096851,18125,4
65100476,2599,4
65111664,2041,5
65111850,2611,4
65112857,2511,5
65113950,2829,4
65115031,2751,5
65116216,31011,5
65120655,1042,7
65121775,3109,5
65127242,2822,5
65128532,1031,4
65128559,2561,4
65129474,1071,4
65131789,2512,4
65178181,3109,5
65182480,1013,8
65183746,31012,4
65185544,2229,4
65186583,1729,5
65203089,18121,7
65203399,3109,4
65206452,2041,5
65210468,1330,9
65326970,2511,4
65337964,3109,5
65341260,2899,5
67495524,1071,4
67527345,2511,5
67529038,1071,4
67548997,1011,7
67550630,33121,7
67551920,10822,4
67552358,2511,7
67553370,2651,6
67661858,3323,4
67664903,2611,4
67673597,2910,6
67674410,2529,5
67680194,3011,6
67684432,1392,4
67685161,2562,4
67711146,3092,5
67714315,1820,5
67723349,1814,6
67748740,3011,8
67748767,16231,5
67750214,3315,4
67752942,2814,5
67753620,2221,7
67753671,2223,8
67808018,1413,5
67829910,33121,6
67830730,2511,4
67831001,31011,4
67833179,29201,7
67836488,2229,6
67841791,2573,5
67846734,1071,4
67847781,1071,4
67856977,18123,4
67861881,2829,4
67905978,2611,6
67907016,31011,5
67912575,18129,5
67914438,2511,4
67914950,3011,4
67915329,1039,7
67954146,18129,4
67954901,3314,4
67954944,10822,7
67957706,3109,4
67971059,18129,5
67976689,2120,7
67976913,3315,4
67979556,2822,4
68036310,2893,4
69913102,2899,5
69927863,2630,6
69935300,2059,8
69949859,3324,4
69951586,32502,4
69951616,1011,5
69955697,2812,7
69956294,3011,6
69956618,2822,6
69958114,2611,5
69958246,16231,5
69958297,16231,5
69959560,2561,4
69959803,2511,6
69959889,2229,5
69960100,33121,4
69960127,2830,5
69961107,2562,4
69974462,2120,9
69977402,1813,7
69977429,18123,7
69978247,1011,7
69978336,1101,6
70030340,2893,4
70085447,1013,5
70133662,18124,4
70135045,1629,5
70138176,2041,5
70151555,31011,4
70151792,31011,4
70152829,2599,5
70154554,2041,6
70162859,1089,4
70188262,32502,5
70198195,1071,5
70241627,20149,4
70241635,1013,9
70243778,2711,5
70244294,2892,5
70244375,33123,4
70244642,1091,9
70246238,18121,7
70416389,2420,4
70429529,2599,4
70436118,1085,4
71996494,31011,4
72012315,2120,9
